team,position,count,probability
PHI,S,319,0.0638
PHI,DT,63,0.0126
PHI,TE,53,0.0106
PHI,CB,41,0.0082
PHI,RB,25,0.005
PHI,LB,18,0.0036
PHI,IOL,11,0.0022
PHI,QB,3,0.0006
PIT,OT,3004,0.6008
PIT,WR,961,0.1922
PIT,CB,452,0.0904
PIT,RB,180,0.036
PIT,EDGE,129,0.0258
PIT,QB,84,0.0168
PIT,S,79,0.0158
PIT,IOL,56,0.0112
PIT,DT,33,0.0066
PIT,LB,12,0.0024
PIT,TE,10,0.002
SEA,CB,2187,0.4374
SEA,EDGE,1883,0.3766
SEA,IOL,387,0.0774
SEA,LB,137,0.0274
SEA,OT,111,0.0222
SEA,DT,104,0.0208
SEA,WR,54,0.0108
SEA,QB,48,0.0096
SEA,RB,46,0.0092
SEA,S,29,0.0058
SEA,TE,14,0.0028
SF,OT,1618,0.3236
SF,WR,1297,0.2594
SF,EDGE,1168,0.2336
SF,CB,315,0.063
SF,IOL,215,0.043
SF,S,146,0.0292
SF,DT,133,0.0266
SF,LB,53,0.0106
SF,RB,27,0.0054
SF,TE,21,0.0042
SF,QB,7,0.0014
TB,EDGE,2430,0.486
TB,TE,1121,0.2242
TB,CB,533,0.1066
TB,IOL,374,0.0748
TB,OT,235,0.047
TB,WR,115,0.023
TB,RB,74,0.0148
TB,S,74,0.0148
TB,LB,44,0.0088
TEN,RB,1624,0.3248
TEN,EDGE,1541,0.3082
TEN,LB,965,0.193
TEN,WR,706,0.1412
TEN,OT,113,0.0226
TEN,S,32,0.0064
TEN,CB,19,0.0038
WAS,EDGE,1789,0.3578
WAS,WR,1160,0.232
WAS,LB,797,0.1594
WAS,S,506,0.1012
WAS,RB,400,0.08
WAS,OT,181,0.0362
WAS,CB,159,0.0318
WAS,TE,6,0.0012
WAS,IOL,2,0.0004
