team,position,count,probability
PHI,TE,79,0.0158
PHI,DT,55,0.011
PHI,CB,49,0.0098
PHI,LB,29,0.0058
PHI,RB,19,0.0038
PHI,IOL,5,0.001
PHI,QB,3,0.0006
PIT,OT,2801,0.5602
PIT,WR,1043,0.2086
PIT,CB,539,0.1078
PIT,RB,221,0.0442
PIT,EDGE,131,0.0262
PIT,QB,96,0.0192
PIT,S,60,0.012
PIT,IOL,43,0.0086
PIT,DT,41,0.0082
PIT,LB,13,0.0026
PIT,TE,12,0.0024
SEA,CB,2165,0.433
SEA,EDGE,1832,0.3664
SEA,IOL,427,0.0854
SEA,LB,145,0.029
SEA,OT,134,0.0268
SEA,DT,109,0.0218
SEA,RB,77,0.0154
SEA,QB,37,0.0074
SEA,S,29,0.0058
SEA,WR,26,0.0052
SEA,TE,19,0.0038
SF,OT,1386,0.2772
SF,WR,1313,0.2626
SF,EDGE,1270,0.254
SF,CB,365,0.073
SF,IOL,221,0.0442
SF,S,180,0.036
SF,DT,134,0.0268
SF,LB,63,0.0126
SF,RB,37,0.0074
SF,TE,21,0.0042
SF,QB,10,0.002
TB,EDGE,2561,0.5122
TB,TE,1116,0.2232
TB,CB,481,0.0962
TB,IOL,365,0.073
TB,OT,191,0.0382
TB,WR,96,0.0192
TB,RB,77,0.0154
TB,S,73,0.0146
TB,LB,40,0.008
TEN,RB,1751,0.3502
TEN,EDGE,1627,0.3254
TEN,WR,765,0.153
TEN,LB,687,0.1374
TEN,OT,112,0.0224
TEN,S,39,0.0078
TEN,CB,19,0.0038
WAS,EDGE,1812,0.3624
WAS,WR,1184,0.2368
WAS,LB,917,0.1834
WAS,S,572,0.1144
WAS,RB,206,0.0412
WAS,CB,173,0.0346
WAS,OT,126,0.0252
WAS,IOL,5,0.001
WAS,TE,5,0.001
